track_id,name,artists,tempo,energy,danceability,valence,loudness
4eqTItesy3pZxEzHDXlyHN,Unstoppable,The Score,183.05,0.7711,0.6876,0.3233,-1.24
4G8gkOterJn0Ywt6uhqbhp,Radioactive,Imagine Dragons,136.45,0.8644,0.3663,0.2676,-11.39
3Szet5iVcwDfOgWgDbMP4F,Beast - Southpaw Remix,"Rob Bailey & The Hustle Standard, Busta Rhymes, KXNG Crooked, Tech N9ne",144.05,0.8765,0.7266,0.2264,-1.57
7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem,172.3,0.4205,0.641,0.3782,-7.76
1rRQbz1Co1QxxRq4852AgI,My New Ex,Ana Shine,112.39,0.7805,0.325,0.275,-8.75
6Xk7PnitV9jCRorWt2LiVZ,Berzerk,Eminem,85.39,0.7427,0.5491,0.5638,-0.63
6C7RJEIUDqKkJRZVWdkfkH,Stronger,Kanye West,103.88,0.6335,0.3483,0.5644,-4.25
1KBuhAHzia2qoD4u6YhvER,Stiff Upper Lip,AC/DC,124.2,0.7747,0.481,0.6871,-7.73
6ndmKwWqMozN2tcZqzCX4K,Remember the Name (feat. Styles of Beyond),"Fort Minor, Styles Of Beyond",170.14,0.8008,0.7507,0.5321,-8.35
2AYTGaclgKXACh13nJRVcV,All The Way Up (Remix),"Fat Joe, Remy Ma, JAY-Z, French Montana, InfaRed",175.19,0.8371,0.6157,0.8268,-5.29
4rUuanKJphrXkijshlCoUC,The Time Is Now (John Cena),"WWE, John Cena, Tha Trademarc",87,0.6425,0.6638,0.2648,0
1AcGKHRv5Q4TJd9yb4vjHE,Sing For The Moment,Eminem,164.1,0.8207,0.9139,0.5718,-4.06
4SE4yewyGpOYfxfx59Yjc5,Cinderella Man,Eminem,86,0.6909,0.8827,0.8342,-5.64
7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,152,0.4608,0.6816,0.5385,-6.0
6u5M4jPpYkoRV4vVHDQvkd,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","DJ Khaled, T-Pain, Ludacris, Snoop Dogg, Rick Ross",162.29,0.7317,0.6465,0.4879,-9.28
72Jex5upx4BulbdWtyyc8b,PRAY SOME,IDEGO,98.6,0.9181,0.8271,0.4094,-2.02
6HfOzLLjsaXsehIFEsrxTk,Trophies,"Young Money, Drake",144.1,0.6394,0.4554,0.8708,-9.28
7zscdQe9CjzXnqT3P1Ey7K,If You Want Blood (You've Got It),AC/DC,177.14,0.701,0.6634,0.7284,-6.01
2P884dqfjksDMSzUZksfrS,Hells Bells,AC/DC,106.8,0.9482,0.5725,0.6672,-6.25
1Qf7H7d1TNP8VfPVDRLY0D,For Those About to Rock (We Salute You),AC/DC,132.9,0.7055,0.7315,0.3933,-4.32
2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Eminem,136,0.74,0.9238,0.2245,-2.26
7saJSvs0KpTHoyhwMCj5RF,BAD THINGS,NOVUL,153.62,0.72,0.5622,0.6872,-3.27
7cfvP13Bqb1EyCZQiYsLum,Can’t Take A Joke,Drake,173.71,0.435,0.4754,0.1888,-4.57
2jt2WxXMCD4zjACthkJQVE,The Ringer,Eminem,118.46,0.6538,0.6403,0.337,-10.66
58QhkbaAkLFnn7JwAnAato,Fall,Eminem,182.94,0.6959,0.8892,0.0842,-6.51
3GMR3hyv8BccozoebVMve3,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix","Puff Daddy & The Family, The Notorious B.I.G., Lil' Kim, The LOX, Diddy, Stevie J",117.42,0.6887,0.6621,0.2385,-3.66
22nyEAEM29tcBRhukR089b,Icon,Jaden,119.84,0.6133,0.6509,0.3763,-9.38
701RVIizxCUMCO92CfcPby,Ice Cold (Final Round) (with Vince Staples & Ludwig Göransson),"Mike WiLL Made-It, Vince Staples, Ludwig Göransson",136.03,0.6475,0.5697,0.4314,-5.41
7l3E7lcozEodtVsSTCkcaA,ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",97.97,0.7838,0.712,0.4434,-1.89
51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake",130.11,0.5012,0.2337,0.214,-5.08
42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,Meek Mill,159.6,0.702,0.9461,0.6429,-8.64
1PjKowBEfdICVBaxJDPsvm,Prima Donna,"Vince Staples, A$AP Rocky",154.27,0.5372,0.6978,0.8102,-4.31
5mqzhMuUpvnMfwNz6iepmO,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","Diplo, French Montana, Lil Pump, Zhavia",164.29,0.9303,0.6816,0.1763,-5.58
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"Meek Mill, Drake",172.27,0.9758,0.6163,0.4863,-2.82
2gcWBtz13XcrxtKuPSICsh,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,103.9,0.9171,0.596,0.634,-6.72
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",127.37,0.6118,0.6076,0.3755,-6.41
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,125.1,0.3806,0.632,0.4078,-1.95
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,153.52,0.6817,0.7165,0.3426,-8.59
0yLdNVWF3Srea0uzk55zFn,Flowers,Miley Cyrus,139.0,0.7714,0.5194,0.4144,-1.06
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",185.38,0.4425,0.7497,0.7091,-9.29
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,146.14,0.8377,0.4401,0.7579,-9.4
73BmpCqc2AU8zfsRONndlW,Somewhere Far Away,"Revelries, Patrick Lite",124.73,0.5448,0.6998,0.4585,-9.52
10xV5l9nhLvFpR8mqzs0bL,Numb,"Marshmello, Khalid",129.46,0.7427,0.4281,0.4798,-8.3
4QECgFL34Co7AdI0YBz3VQ,Stumblin' In,Lone Tusker,139.5,0.8665,0.4014,0.4714,-7.7
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,154.48,0.769,0.3092,0.5801,-6.7
2U0xoefGsF5ANHiZCepUX3,Wishing Girl,"Kin Alura, KNJA",95.48,0.6574,0.8467,0.1902,-10.81
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),"The Weeknd, Ariana Grande",87.04,0.7769,0.4519,0.692,-3.03
7scKCbQ5BXrDpgpI6JsPpz,Slow Down,"Mingue, Tim Goldn, Kin Alura",139.67,0.7127,0.3855,0.5651,-6.25
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,"Lost Frequencies, Calum Scott",188.45,0.6989,0.8911,0.3532,-5.94
0171shK7hnCCOBhSV3O5ew,Missing You,"Santi, Jordan Jade, Dust Walker",105.91,0.792,0.7004,0.2711,-10.17
5knrAEjUMh6T2kDCN7YD2b,Sun Goes Down,"Bruno Martini, Isadora",121.96,0.642,0.9014,0.6113,-5.51
5Pamygnx1LF1oGrQZEoyjS,YUKON,"Lone Tusker, Ugg'A",161.69,0.8249,0.7212,0.5549,-6.79
5mHdCZtVyb4DcJw8799hZp,Escapism.,"RAYE, 070 Shake",153.74,0.6108,0.8384,0.4821,-3.14
5HLmtkYodzd7VnQmAymxZb,Lush Life,"Acko, BOOTY LEAK, GREGG, Moody Violet",149.14,0.7172,0.6748,0.5658,-5.27
7apywiCuMzvSZIa0SKeH99,Turn The Lights Off - Radio Edit,"Kato, Jon",137.98,0.4791,0.5925,0.68,-5.96
6RlfF0WAcYhb969VqpqpnA,LA,"Diviners, The Palm Tree Boy, Eliine, Dust Walker",159.09,0.7656,0.4086,0.4913,-2.6
3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,Black Eyed Peas,94,0.7977,0.5311,0.5147,-3.7
7dwRCQEIsHF08YvetzVgSU,Baila Modular,Maybe Paul,173.48,0.8206,0.5253,0.3738,-5.74
4cVUwET6QBkiWUdGVNSYPt,feelslikeimfallinginlove - Zerb x Coldplay,"Coldplay, Zerb",139.55,0.7032,0.5939,0.5575,-4.74
0PxaMwAE7IWdN6pDL812FT,Chase the Sun,Lone Tusker,169.33,0.7499,0.4956,0.7676,-4.06
2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",116.13,0.9706,0.4353,0.2271,-2.78
0vbC9QwoKniN2ym7zIqEqo,The Scientist,"linequat, Pherick",119.15,0.6015,0.7098,0.609,-5.03
7yNf9YjeO5JXUE3JEBgnYc,Babydoll,Dominic Fike,168.06,0.7518,0.5744,0.563,-3.11
3FIyRmzIx9Mp7ehGar6BDd,mi refe,"Jorge Junior, GREGG, Yoelys Camargo",160.85,0.7326,0.8309,0.4951,-5.6
6BePGk3eCan4FqaW2X8Qy3,10:35,"Tiësto, Tate McRae",154.41,0.6636,0.4623,0.5835,-11.91
5PTTnvOdhLAHH8sxk8P9KX,About You Now,"rivve, BOOTY LEAK, Raïko, Dust Walker",157.15,0.6652,0.6734,0.2367,-5.88
75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,121.24,0.6127,0.9365,0.6428,-5.05
2vcs1ZlxFtBVYrT18LpPly,We Are The World,"SRNDE, Dust Walker, Barmuda",105.94,0.7818,0.601,0.2127,-3.17
4TwEdnSiTPDR1vg1QZ5K8W,Beautiful People,"David Guetta, Sia",151.0,0.9013,0.3403,0.234,-5.86
3z9W9fT8TFFeBY3t5WGLmm,Smooth Operator,Lone Tusker,113.12,0.8342,0.4742,0.1444,-3.29
6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Ed Sheeran,169.15,0.5593,0.6526,0.088,-8.98
6aFapGsJNZT1jJBeNwTAoV,Shivers,"Garnic, Alp Atesoglu, REWEL",119.16,0.9677,0.2569,0.6147,-1.42
6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli xcx, Saweetie",166.8,0.8575,0.6273,0.3624,-7.43
73sLIYJPEZJs6hZlOf6lqv,Warm & Bright,"Makree, Diana Jekabsone",170.54,0.7245,0.6592,0.7569,-9.79
4h4QlmocP3IuwYEj2j14p8,Sunroof,"Nicky Youre, hey daisy",147.99,0.9099,0.4464,0.8487,-5.79
5o126gjHW5VqsPQb7Rf2IM,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",110,0.7547,0.7734,0.7118,-7.22
2lIJ5dFVoCpZqbn3OVPINW,Liar,"rivve, Acko, BOOTY LEAK, Dust Walker, Lucas Meyer",97.35,0.5021,0.4867,0.5832,-8.15
0v0FirKr6Udm84lGV8QAEF,So Am I,"Ropsu, Lively, Moody Violet",125.96,0.702,0.9134,0.6772,-5.59
1DwY5BtXvfysoSv37frTER,Thinking About You (feat. Arkey),"Robin Schulz, Arkey",165.42,0.8394,0.7795,0.5627,-1.63
4KsuSFcxpddpktVKzdM5o9,I'm Like A Bird,"Neascape, Moody Violet",155.03,0.8442,0.8947,0.7051,-7.3
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,120.69,0.6685,0.5978,0.5596,-10.15
2afOvmjmmiXSq46NiRRShq,Ride Away,"Alberto Ciccarini, Poul, Lacey, one more cig",165.26,0.5905,0.545,0.2641,-5.81
5w9upngVRHNjdZcRC7Xxr2,Delilah (pull me out of this),"Fred again.., Delilah Montagu",171.74,0.8543,0.8646,0.2923,-4.14
4VmmfKcbnpojqFtoHbtOrO,People Are Strange,"SRNDE, Kin Alura",119.1,0.7247,0.8784,0.5386,-4.87
3Dy4xsff7c0fRaTJpA54yd,Gone Gone Gone,"David Guetta, Teddy Swims, Tones And I",100.35,0.7866,0.5603,0.2698,-5.99
5pMOrhDsjGXFjMBdVk7nZ1,Make It Better,Paul Schulze,170.63,0.8576,0.4653,0.4372,-3.13
6NIJqFHB5cHAn064JCP7Li,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",118.56,0.4765,0.8011,0.3348,-2.68
6VD3T09spn64tjPcBih64P,The Door - CYRIL Remix,"Teddy Swims, CYRIL",130.32,0.4687,0.5226,0.1755,-8.23
3VXJln5ZvlvzbsjJFhRhZE,Addicted (feat. TIMID.),"Naarly, Daytona, LEWS, FIRSTCLASS, TIMID.",102.49,0.7422,0.6789,0.7896,-7.52
3OuROWCAr7Vv7KV9XoT3QR,Do Better,"Peer Pressure, Adam Juhl",131.37,0.8319,0.5949,0.7079,-3.26
78nx0HDJIFD5xDq2L5420Z,Blessings,"Calvin Harris, Clementine Douglas",122.75,0.7407,0.8632,0.3983,-8.52
0GYx8Q9iS05CRe9kyzwAIL,Still Into You,"CYRIL, maryjo",148.95,0.6973,0.8087,0.6458,-1.14
0xge5xd6C6Junfx2ow6WTT,Hotline Bling,"Cale, Mike Archangelo, WISEKIDS",147.49,0.8289,0.2769,0.7416,-7.96
5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",116.8,0.6323,0.4775,0.2778,-4.11
6u8I64QOsU07d2kFRf7vof,Messy - House Mix,TTO,150.32,0.9345,0.8367,0.2702,-6.83
329PAO2XpurUBEWszXKG5K,Miss You,"Nu Aspect, Jamis, Poppy Baskcomb",178.04,0.5058,0.6653,0.6629,-8.39
75HBVc7kJLjC2LlPc4ScfH,Sleepless,"AVAION, PaulWetz, Nu Aspect, YUMA",187.46,0.6625,0.8482,0.5575,-9.27
5wBTPxJisiSQz9vkneZSlr,What I Need,"Naarly, Sickluv, Thabza De Soul",165.69,0.8222,0.6617,0.5756,-8.1
1NKjc6bRHutPoaVtYclFC3,Your Body,Marten Lou,165.73,0.9167,0.5424,0.2877,-1.74
4QZJabkkdzFL1qqIsnBmGP,Follow the Sun - Sunset Remix,LYOD,170.07,0.8542,0.5908,0.3634,-8.95
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny, Tainy",121.61,0.9319,0.6078,0.7469,-9.05
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,149.11,0.7311,0.629,0.2741,-6.25
26b3oVLrRUaaybJulow9kz,People,Libianca,113.72,0.669,0.8517,0.6988,-0.5
0lI2P9LXHly1ZszJYc7dsf,Supergirl,"Dream Chaos, Della",179.62,0.6236,0.8889,0.42,-6.89
1NFnSycFY2NNT4NjB9SUNl,What Is Love,"Max Oazo, Camishe",121.96,0.8306,0.295,0.7663,-5.95
3zZwwTNa27TDKUSNj2uuMc,Say My Name,"Matvey Emerson, NEVRMIND",170.59,0.5895,0.6862,0.0684,-8.36
63GbPS9LjpQgldJFEInkQ1,Ain't No Sunshine,"Avocuddle, Dance Fruits Music",125.91,0.6816,0.6005,0.7861,0
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",112.04,0.7812,0.7972,0.574,-6.93
1BAupWJ7hkJFJuOL0eHb45,Halfway (feat. Twan Ray),"Yves V, Bhaskar, Twan Ray",179.79,0.616,0.7523,0.501,-6.44
0wI0S42Cg41DVGqIIVimTM,Blinding Lights,"Revelries, Victoria Voss",158.82,0.6924,0.7238,0.5987,-7.58
0MipOE6RTEx3WZL3580AIF,Wicked Game,"Steve Reece, MOONLGHT, Youkii",136.74,0.5761,0.5701,0.3981,-6.25
5QIaBzFc73pYdLE0xLNzwV,Falling Up,"FIXL, Matt Wills",124.23,0.9369,0.6593,0.1272,-5.82
2W0otyOuO6PixES66V4SgR,You've Got The Love,Y.V.E. 48,164.87,0.6115,0.2139,0.5474,-5.04
24iuOjPY4hQSxn9W2bsdmF,Big Jet Plane,"Braaten, Victor Perry",151.14,0.8904,0.6849,0.2817,-4.98
5rqdZvpgQGp3d8zvlpkl6c,Almost Love (feat. Dominic Neill),"James Carter, Dominic Neill",178.62,0.8106,0.3393,0.3206,-3.15
08hBQCNt6DRzZQs8gkJEIL,I Don't Need You,Nora Van Elken,145.61,0.3679,0.8441,0.8988,-4.93
3s32YmunFgfXVWgLRKLdKm,Sweet Goodbye,Robin Schulz,163.18,0.6633,0.3692,0.2502,-6.69
6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,143.15,0.3937,0.2974,0.5818,-5.59
7N3KIPb2x4FzKUeonhw9sd,Runaways (feat. Teemu),"Sam Feldt, Deepend, Teemu",119.84,0.7224,0.8367,0.2333,-7.56
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"Elton John, Britney Spears",148.59,0.4446,0.4827,0.2956,-5.84
3CHcHGHcS1RggaRsWPnMDO,All Night Long (All Night) - 2020 Edit,Benjamin Ingrosso,142.66,0.6882,0.6522,0.2894,-5.86
71uN50XgLYyAJaSXr0TNsY,Jet Plane,"R3HAB, VIZE, JP Cooper",160.51,0.4231,0.6656,0.2923,-4.96
1F80MEkZA9yTlpMQp9dhht,Because You Move Me,"Tinlicker, Helsloot",90.17,0.8517,0.7039,0.3871,-7.7
6PkzXU8dlwtfrwyTlUyVnv,Show Me Love - EDX Remix / Radio Edit,"Sam Feldt, Kimberly Anne, EDX",120.89,0.4653,0.4955,0.5592,-5.05
0pjBqAz8GlxGlpaU4W0DxS,Cruel Summer - LP Giobbi Remix,"Taylor Swift, LP Giobbi",154.4,0.7538,0.8328,0.4181,-6.08
43IqmjwNHxEcOg8NPzSX9w,Relax,"Deepest, AMHouse, Taylor Mosley",195.39,0.8359,0.3883,0.6717,0
2vXV3lIR0ouayIETSh7Fxs,Crazy,"DJ Goja, Nito-Onna",182.42,0.7733,0.5735,0.7326,-2.9
0WGelFYfITJmfOnNyhRUq7,Demons - Massane Remix,"Jerro, Sophia Bel, Massane",123.9,0.6901,0.8101,0.4169,-5.84
4pU6bQBEpXp11tUfJXClKt,The Rhythm of the Night,Marvin Shadex,131.83,0.4418,0.7452,0.4662,-7.81
1bo9rxFCtgZUj1CBseHhcI,By My Side - Summer Edit,Y.V.E. 48,154.98,0.6521,0.5277,0.3755,-5.5
5LOTtadWBsGDLMQMC0tl2z,Life,ConKi,166.43,0.758,0.4927,0.4017,0
7rUVRH9ydcFhwUi4WxYxRp,When Love Takes Over,Sunmoon,86.68,0.8157,0.6032,0.4373,-5.57
37CoOXIsgF3NzbK1zHZetk,Mona Lisa (Spider-Man: Across the Spider-Verse),Dominic Fike,127.63,0.819,0.5564,0.5426,-8.49
2dW3ZWlCrV4T1SBR1u1ttz,A Kiss,THE DRIVER ERA,135.73,0.5589,0.7526,0.7298,-7.76
5MuTVJ2ShxMA96buyVCEpP,Miss America,Bazzi,91.65,0.749,0.8537,0.3256,-13.28
3Q2evpFHIdcR8BkhA3AxZM,A Thousand Miles,SADBOii,129.25,0.9174,0.4562,0.4262,-9.17
1fAE0TQ3xblvOgnmM7yL1s,Head In The Clouds,BabyJake,166.01,0.6169,0.5457,0.1651,-8.58
5EV4bGHxVN0kHpcAFvgnTt,"Dance, Baby!",boy pablo,121.96,0.6906,0.5899,0.587,-6.18
2PMOl6gbAdFoBoftWOz9Q4,Missing Piece,Vance Joy,90.94,0.6486,0.2658,0.3319,-7.74
0VF7YLIxSQKyNiFL3X6MmN,Stargazing,The Neighbourhood,164.26,0.6038,0.5895,0.5793,-4.32
0NuWgxEp51CutD2pJoF4OM,blind,ROLE MODEL,130.7,0.7841,0.6685,0.4854,-6.9
2EPwH1bWUcre7x8I00EAky,T-Shirt Weather,Circa Waves,112.91,0.5813,0.5063,0.2206,-5.9
0brBOx8ejPXvBYnQkWquYK,Close To You,Dayglow,161.16,0.106,0.8143,0.6263,-12.68
51pshtuYkgUQnt5huMPbKL,The Spins,Mac Miller,172.99,0.919,0.5299,0.6322,-8.42
3ZM7EQicqJZinzks0T4Zrq,buzz cut (feat. MisterWives),"lovelytheband, MisterWives",121.86,0.8454,0.7838,0.2382,-8.02
4J4rJEaVpgr2tHwX6Jd13H,that's just how it goes,ROLE MODEL,162.85,0.6795,0.5946,0.4631,-8.32
0SBariQWfKjoslW2XSIFOm,Seventeen,Peach Pit,182.94,0.4896,0.7031,0.771,-4.78
74f0dpqHhTeTJzs4pmZ1yq,Pool House,The Backseat Lovers,148.76,0.4109,0.8531,0.5007,-9.73
4HW5kSQ8M2IQWZhSxERvla,Spice Girl,Aminé,191.35,0.5307,0.4634,0.2364,-8.48
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,95.48,0.8002,0.7202,0.4892,-7.6
23EquxExXkNmGCCY96P0Iu,Hailey,Justin Bieber,128.48,0.3747,0.4926,0.5283,-9.23
4U2GQlVHIerwX78jHpkOYN,10 Steps,Christian Leave,136.86,0.5637,0.733,0.8228,-3.87
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,99.9,0.5005,0.5776,0.4386,-7.0
5IhzJOXNE7ki0IIJbZbnGq,Canyon Moon,Harry Styles,98.99,0.4008,0.6924,0.7441,-8.81
2VhY69P0Q15rHfEKaMlR5x,dancing in the kitchen,LANY,116.98,0.7279,0.649,0.6052,-5.52
5iUQMwxUPdJBFeGkePtM66,Dang! (feat. Anderson .Paak),"Mac Miller, Anderson .Paak",160.55,0.9398,0.3267,0.6405,-0.84
7taeV6Kz3xIgjx5QR0eG8p,La La Land,Bryce Vine,97.97,0.6582,0.5456,0.4723,-10.1
2RkZZh5XQ4y3sG8gCu96Tz,I Like That,Bazzi,118.65,0.7693,0.6908,0.3601,-0.97
1cleOPxRxpsaR9rQz1omq9,Save Me,Boy In Space,148.63,0.7978,0.6787,0.1478,-7.12
6BPRVYCuvrRZywdkAoppMC,Remember Me,Boy In Space,120.2,0.9406,0.8529,0.6717,-4.18
40rOlDoGejXXF4B0BYsjx8,Tangerine,Glass Animals,134.85,0.7517,0.5831,0.3991,0
34chhNX59Wo9HMFCsI3K8Y,Memory,"Kane Brown, blackbear",108.27,0.7352,0.3644,0.0831,-11.24
3reay7NBijCy7n8xVLpDL8,Passenger Side,Smallpools,129.81,0.7058,0.5718,0.2514,-11.56
12pdXFcruNcPUbZypKUDgz,Love Is Mystical,Cold War Kids,106.01,0.7442,0.3164,0.4168,-5.48
4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,Passion Pit,101.1,0.8579,0.5648,0.6195,-9.24
7hwcojGiRqYm100tSmpZE3,Lisztomania,Phoenix,171.22,0.6639,0.6443,0.5258,-6.37
0dHaY2r27r2hL5Zk4cRg92,Dang! (feat. Anderson .Paak),"Mac Miller, Anderson .Paak",88.48,0.9024,0.6183,0.4417,-9.51
21RDsw7wzUJNl2FbWTgEfJ,Praise You,Fatboy Slim,109.7,0.715,0.4058,0.2657,-5.1
7lrDNvF3TwuC5vC2fGiMjy,Mess Is Mine,Vance Joy,107.9,0.4182,0.6458,0.3857,-5.34
0evnUdYzW18jCOTPNXZTzH,10 Victoria's Secret Models,MAX,145.07,0.4864,0.834,0.5061,-6.0
3GzZfni9NCD54x1prgpIYl,Daphne Blue,The Band CAMINO,118.12,0.6136,0.5441,0.2044,-8.78
621CFhl91BygHysX0igkyY,Comeback Kid (That's My Dog),Brett Dennen,160.32,0.5416,0.6738,0.2859,-2.63
52a6VcF23v5HB7KfDEmBHq,Carried Away,Passion Pit,119.8,0.7057,0.823,0.2009,-8.69
5WBnKCEsPwsvWHUZmLjS3s,Alive,Empire Of The Sun,119.8,0.6998,0.5112,0.8574,-11.71
312WNtMs3F28cUukaPY9bo,American Teen,Khalid,99.86,0.7027,0.6724,0.6352,0
57i3M29DWoo7RDk0Tf0LZG,Daylight,Matt and Kim,151.99,0.6474,0.455,0.2709,-8.36
4HRa9ZWcmZ8JD7UySPu0wT,Don't Stop (Color on the Walls),Foster The People,132.9,0.4749,0.7062,0.5598,-2.62
5qEn8c0MBzyRKgQq91Vevi,Out of My League,Fitz and The Tantrums,170.1,0.8135,0.7282,0.711,-9.31
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,119.8,0.5873,0.4372,0.8559,-5.8
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",95.04,0.9443,0.6693,0.4689,-6.92
0SA903LGHxe4ExdRY2SqVH,Killer Queen,5 Seconds of Summer,113.89,0.846,0.6528,0.3749,-2.79
51hyZpbJlIgZIaX3TtMxmu,run for the hills,Tate McRae,131.0,0.7333,0.8382,0.7286,-10.43
0J1hkSA0XT5Ad4m4itnLfY,End Of Time,"ILYAA, MOTi, ZANA",116.9,0.9896,0.8793,0.5611,-10.0
0IIAETPKS90tTMbcsOZu7J,Bass Is Pumpin',MOTi,112.88,0.8835,0.559,0.1553,-6.68
0W79CEgdGTwkWEb9clWDtO,I Like To Move It (Muévelo) [with Daddy Yankee],"Sonny Wern, Still Loud, Daddy Yankee",101.79,0.6206,0.593,0.437,-12.09
7AWcmDSmMJW7omgg4nGO3W,Green Lights,MOTi,164.71,0.8211,0.8239,0.8415,-2.32
5swHamAfqMyNGXVqo642AP,Up And Down,"MOTi, BODYWORX",167.7,0.8318,0.6646,0.7261,-11.77
6m4wKDh7iIqfgKRbrIPbz9,All Around The World (La La La La La),Bassjackers,99.66,0.5532,0.7581,0.4649,-2.49
2s7TzCj8xmnDSNsxwPpKXK,Face It,"BODYWORX, MOTi",110.41,0.742,0.4312,0.6277,-10.6
3nxXOo7jNn7krqvoK4qlH4,Back N Forth,BODYWORX,118.54,0.7447,0.5835,0.1842,0
04ohcD6z2sl0UPQt4mF2b0,Renegade Master,"MOTi, Amero",99.57,0.8719,0.7861,0.3754,0
5jeTZFPaPYt4ofipZP5yD4,Big Time,"MOTi, Amero",165.67,0.6426,0.7374,0.4711,-7.22
0UprCletxNneFhJr7PG8ol,Don’t You Stop,"MOTi, BODYWORX",131.23,0.5158,0.6954,0.7491,-4.18
46rfF7kpi7vRvrpZYDvidm,Round Round,"MOTi, Amero, Hallasen, BODYWORX",132.41,0.9833,0.9341,0.7938,-3.92
4pnGlBxxE0GBjc1im5v8k8,Bounce Right Back,"MOTi, Amero, B3nte, Richie Holm",127.45,0.5138,0.6437,0.2614,-7.31
1lIRY74LRgBV9ULrmEE8vt,Partymonster,MOTi,162.05,0.871,0.5897,0.3236,-6.34
53xAOuPfPdyc64Spcuanq9,Homecoming,"MOTi, Danny Ores",108.62,0.6995,0.2446,0.7152,-7.0
4246xUgYUpozxt030dunFS,On The Club,"TISCH, Navigh",178.57,0.6956,0.7185,0.5433,-7.3
1n55lZmOyyXgJ5JNCEtbyd,Sundown,"MOTi, Amero, Alex D'Rosso, Hallasen",147.31,0.947,0.9297,0.1792,-7.66
2AeZKalqK8SYHE3AE3KOKP,Lollipop,FOVOS,122.89,0.2981,0.5126,0.4429,-10.43
47KhhDku9RLDsWIJjYaXDs,Around The World,"Niklas Dee, René Miller",161.9,0.92,0.543,0.5361,0
6UQp47gAFE7KmAhh3eutMb,XTC,Hardwell,146.86,0.5807,0.793,0.685,-11.23
5j12q7S69bjb1lLxdl2A77,Live For The Weekend,Zurra,182.82,0.791,0.8733,0.2477,-5.02
7fHkr6DGcZm30wrCwV9RCk,Out Here Tonight,MOTi,166.94,0.6094,0.6375,0.1876,-7.35
5Tn5DaFdIRL4b2Lgw66fXH,Taka,Danny Ores,137.12,0.774,0.7,0.6867,-5.42
2HcD8DL6fVvASQWRFzmIVG,Don't You Want Me - KI/KI Remix,"Felix, KI/KI",135.7,0.7338,0.4706,0.4836,-7.83
